Book,Page,Chapter,POV,NUN,FullName
Fire and Blood Vol. 1,488,The Dying of the Dragons - Rhaenyra Triumphant,Archmaester Gyldayn,US,Kitchen scullion at Dragonstone who slip his hand inside Princess Baela's jerkin
Fire and Blood Vol. 1,494,The Dying of the Dragons - Rhaenyra Triumphant,Archmaester Gyldayn,Named,"Lord Lyonel Hightower, eldest son of Lord Ormund Hightower"
Fire and Blood Vol. 1,494,The Dying of the Dragons - Rhaenyra Triumphant,Archmaester Gyldayn,Named,"Martyn Hightower, 2nd son of Lord Ormund Hightower"
Fire and Blood Vol. 1,494,The Dying of the Dragons - Rhaenyra Triumphant,Archmaester Gyldayn,Named,"Garmund Hightower, 3rd son of Lord Ormund Hightower"
Fire and Blood Vol. 1,495,The Dying of the Dragons - Rhaenyra Triumphant,Archmaester Gyldayn,Named,"Lady Sharis Footly, wife of Lord Footly"
Fire and Blood Vol. 1,504,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,Named,Ser Denys Woodwright
Fire and Blood Vol. 1,504,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,Named,Ser Thoron the True
Fire and Blood Vol. 1,505,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,US,Whore bedded by Ser Thoron
Fire and Blood Vol. 1,507,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,US,1st of the 6 guardsmen protecting the manse of Lord Bartimos Celtigar
Fire and Blood Vol. 1,507,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,US,2nd of the 6 guardsmen protecting the manse of Lord Bartimos Celtigar
Fire and Blood Vol. 1,507,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,US,3rd of the 6 guardsmen protecting the manse of Lord Bartimos Celtigar
Fire and Blood Vol. 1,507,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,US,4th of the 6 guardsmen protecting the manse of Lord Bartimos Celtigar
Fire and Blood Vol. 1,507,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,US,5th of the 6 guardsmen protecting the manse of Lord Bartimos Celtigar
Fire and Blood Vol. 1,507,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,US,6th of the 6 guardsmen protecting the manse of Lord Bartimos Celtigar
Fire and Blood Vol. 1,507,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,Named,Arthor Celtigar
Fire and Blood Vol. 1,507,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,US,Serving girl in the manse of Lord Bartimos Celtigar
Fire and Blood Vol. 1,507,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,Named,Wat the Tanner
Fire and Blood Vol. 1,515,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,Named,"Ser Harmon of the Reeds, Iron-Banger"
Fire and Blood Vol. 1,515,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,Named,Ser Gyles Yronwood
Fire and Blood Vol. 1,515,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,UN,"1st of the 6 squires who leave the Red Keep with the ""Seven Who Rode"""
Fire and Blood Vol. 1,515,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,UN,"1st of the 6 squires who leave the Red Keep with the ""Seven Who Rode"""
Fire and Blood Vol. 1,515,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,UN,"1st of the 6 squires who leave the Red Keep with the ""Seven Who Rode"""
Fire and Blood Vol. 1,515,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,UN,"1st of the 6 squires who leave the Red Keep with the ""Seven Who Rode"""
Fire and Blood Vol. 1,515,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,UN,"1st of the 6 squires who leave the Red Keep with the ""Seven Who Rode"""
Fire and Blood Vol. 1,515,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,UN,"1st of the 6 squires who leave the Red Keep with the ""Seven Who Rode"""
Fire and Blood Vol. 1,515,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,US,"1st of the 8 gold cloaks who leave the Red Keep with the ""Seven Who Rode"""
Fire and Blood Vol. 1,515,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,US,"1st of the 8 gold cloaks who leave the Red Keep with the ""Seven Who Rode"""
Fire and Blood Vol. 1,515,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,US,"1st of the 8 gold cloaks who leave the Red Keep with the ""Seven Who Rode"""
Fire and Blood Vol. 1,515,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,US,"1st of the 8 gold cloaks who leave the Red Keep with the ""Seven Who Rode"""
Fire and Blood Vol. 1,515,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,US,"1st of the 8 gold cloaks who leave the Red Keep with the ""Seven Who Rode"""
Fire and Blood Vol. 1,515,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,US,"1st of the 8 gold cloaks who leave the Red Keep with the ""Seven Who Rode"""
Fire and Blood Vol. 1,515,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,US,"1st of the 8 gold cloaks who leave the Red Keep with the ""Seven Who Rode"""
Fire and Blood Vol. 1,515,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,US,"1st of the 8 gold cloaks who leave the Red Keep with the ""Seven Who Rode"""
Fire and Blood Vol. 1,515,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,US,"1st of the 20 men-at-arms who leave the Red Keep with the ""Seven Who Rode"""
Fire and Blood Vol. 1,515,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,US,"1st of the 20 men-at-arms who leave the Red Keep with the ""Seven Who Rode"""
Fire and Blood Vol. 1,515,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,US,"1st of the 20 men-at-arms who leave the Red Keep with the ""Seven Who Rode"""
Fire and Blood Vol. 1,515,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,US,"1st of the 20 men-at-arms who leave the Red Keep with the ""Seven Who Rode"""
Fire and Blood Vol. 1,515,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,US,"1st of the 20 men-at-arms who leave the Red Keep with the ""Seven Who Rode"""
Fire and Blood Vol. 1,515,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,US,"1st of the 20 men-at-arms who leave the Red Keep with the ""Seven Who Rode"""
Fire and Blood Vol. 1,515,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,US,"1st of the 20 men-at-arms who leave the Red Keep with the ""Seven Who Rode"""
Fire and Blood Vol. 1,515,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,US,"1st of the 20 men-at-arms who leave the Red Keep with the ""Seven Who Rode"""
Fire and Blood Vol. 1,515,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,US,"1st of the 20 men-at-arms who leave the Red Keep with the ""Seven Who Rode"""
Fire and Blood Vol. 1,515,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,US,"1st of the 20 men-at-arms who leave the Red Keep with the ""Seven Who Rode"""
Fire and Blood Vol. 1,515,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,US,"1st of the 20 men-at-arms who leave the Red Keep with the ""Seven Who Rode"""
Fire and Blood Vol. 1,515,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,US,"1st of the 20 men-at-arms who leave the Red Keep with the ""Seven Who Rode"""
Fire and Blood Vol. 1,515,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,US,"1st of the 20 men-at-arms who leave the Red Keep with the ""Seven Who Rode"""
Fire and Blood Vol. 1,515,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,US,"1st of the 20 men-at-arms who leave the Red Keep with the ""Seven Who Rode"""
Fire and Blood Vol. 1,515,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,US,"1st of the 20 men-at-arms who leave the Red Keep with the ""Seven Who Rode"""
Fire and Blood Vol. 1,515,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,US,"1st of the 20 men-at-arms who leave the Red Keep with the ""Seven Who Rode"""
Fire and Blood Vol. 1,515,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,US,"1st of the 20 men-at-arms who leave the Red Keep with the ""Seven Who Rode"""
Fire and Blood Vol. 1,515,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,US,"1st of the 20 men-at-arms who leave the Red Keep with the ""Seven Who Rode"""
Fire and Blood Vol. 1,515,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,US,"1st of the 20 men-at-arms who leave the Red Keep with the ""Seven Who Rode"""
Fire and Blood Vol. 1,515,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,US,"1st of the 20 men-at-arms who leave the Red Keep with the ""Seven Who Rode"""
Fire and Blood Vol. 1,517,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,US,Butcher in King's Landing
Fire and Blood Vol. 1,517,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,US,"Apprentice butcher who was sawing Prince Joffrey Velaryon's head when the ""Seven Who Rode"" arrived"
Fire and Blood Vol. 1,517,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,US,Man who leap down on Ser Willam Royce from a rooftop
Fire and Blood Vol. 1,517,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,US,Man who burns Ser Glendon Goode
Fire and Blood Vol. 1,519,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,US,1st man who claims having killed Tyraxes
Fire and Blood Vol. 1,519,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,US,2nd man who claims having killed Tyraxes
Fire and Blood Vol. 1,519,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,US,3rd man who claims having killed Tyraxes
Fire and Blood Vol. 1,519,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,US,4th man who claims having killed Tyraxes
Fire and Blood Vol. 1,519,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,US,5th man who claims having killed Tyraxes
Fire and Blood Vol. 1,519,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,US,6th man who claims having killed Tyraxes
Fire and Blood Vol. 1,519,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,US,Woman who claims having killed Tyraxes
Fire and Blood Vol. 1,523,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,UN,2nd of the 20 knights loyal to Rhaenyra beheaded by Ser Perkin the Flea (the 1st being Ser Harmon of the Reeds)
Fire and Blood Vol. 1,523,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,UN,3rd of the 20 knights loyal to Rhaenyra beheaded by Ser Perkin the Flea
Fire and Blood Vol. 1,523,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,UN,4th of the 20 knights loyal to Rhaenyra beheaded by Ser Perkin the Flea
Fire and Blood Vol. 1,523,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,UN,5th of the 20 knights loyal to Rhaenyra beheaded by Ser Perkin the Flea
Fire and Blood Vol. 1,523,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,UN,6th of the 20 knights loyal to Rhaenyra beheaded by Ser Perkin the Flea
Fire and Blood Vol. 1,523,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,UN,7th of the 20 knights loyal to Rhaenyra beheaded by Ser Perkin the Flea
Fire and Blood Vol. 1,523,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,UN,8th of the 20 knights loyal to Rhaenyra beheaded by Ser Perkin the Flea
Fire and Blood Vol. 1,523,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,UN,9th of the 20 knights loyal to Rhaenyra beheaded by Ser Perkin the Flea
Fire and Blood Vol. 1,523,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,UN,10th of the 20 knights loyal to Rhaenyra beheaded by Ser Perkin the Flea
Fire and Blood Vol. 1,523,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,UN,11th of the 20 knights loyal to Rhaenyra beheaded by Ser Perkin the Flea
Fire and Blood Vol. 1,523,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,UN,12th of the 20 knights loyal to Rhaenyra beheaded by Ser Perkin the Flea
Fire and Blood Vol. 1,523,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,UN,13th of the 20 knights loyal to Rhaenyra beheaded by Ser Perkin the Flea
Fire and Blood Vol. 1,523,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,UN,14th of the 20 knights loyal to Rhaenyra beheaded by Ser Perkin the Flea
Fire and Blood Vol. 1,523,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,UN,15th of the 20 knights loyal to Rhaenyra beheaded by Ser Perkin the Flea
Fire and Blood Vol. 1,523,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,UN,16th of the 20 knights loyal to Rhaenyra beheaded by Ser Perkin the Flea
Fire and Blood Vol. 1,523,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,UN,17th of the 20 knights loyal to Rhaenyra beheaded by Ser Perkin the Flea
Fire and Blood Vol. 1,523,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,UN,18th of the 20 knights loyal to Rhaenyra beheaded by Ser Perkin the Flea
Fire and Blood Vol. 1,523,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,UN,19th of the 20 knights loyal to Rhaenyra beheaded by Ser Perkin the Flea
Fire and Blood Vol. 1,523,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,UN,20th of the 20 knights loyal to Rhaenyra beheaded by Ser Perkin the Flea
Fire and Blood Vol. 1,529,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,UN,"Vypren, father of Sabitha Vypren/Frey"
Fire and Blood Vol. 1,529,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,UN,"Vypren, 1st brother of Sabitha Vypren/Frey"
Fire and Blood Vol. 1,529,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,UN,"Vypren, other brother(s) of Sabitha Vypren/Frey"
Fire and Blood Vol. 1,530,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,UN,"Widow of a knight slained in the First Battle of Tumbleton, in bed with Hugh Hammer at the start of the Second Battle of Tumbleton"
Fire and Blood Vol. 1,530,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,UN,Knight slained in the First Battle of Tumbleton
Fire and Blood Vol. 1,538,The Dying of the Dragons - Rhaenyra Overthrown,Archmaester Gyldayn,US,Maester at the Dun Fort during the Dance of the Dragons
Fire and Blood Vol. 1,550,"The Dying of the Dragons - The Short, Sad Reign of Aegon II",Archmaester Gyldayn,Named,"Lady Elenda Caron/Baratheon, Connington"
Fire and Blood Vol. 1,552,"The Dying of the Dragons - The Short, Sad Reign of Aegon II",Archmaester Gyldayn,Nicknamed,"The Vulture King (III), in 130 AC"
Fire and Blood Vol. 1,555,"The Dying of the Dragons - The Short, Sad Reign of Aegon II",Archmaester Gyldayn,US,"1st of the 27 members of ""King"" Gaemon Palehair's court who are hanged on Aegon II's command"
Fire and Blood Vol. 1,555,"The Dying of the Dragons - The Short, Sad Reign of Aegon II",Archmaester Gyldayn,US,"2nd of the 27 members of ""King"" Gaemon Palehair's court who are hanged on Aegon II's command"
Fire and Blood Vol. 1,555,"The Dying of the Dragons - The Short, Sad Reign of Aegon II",Archmaester Gyldayn,US,"3rd of the 27 members of ""King"" Gaemon Palehair's court who are hanged on Aegon II's command"
Fire and Blood Vol. 1,555,"The Dying of the Dragons - The Short, Sad Reign of Aegon II",Archmaester Gyldayn,US,"4th of the 27 members of ""King"" Gaemon Palehair's court who are hanged on Aegon II's command"
Fire and Blood Vol. 1,555,"The Dying of the Dragons - The Short, Sad Reign of Aegon II",Archmaester Gyldayn,US,"5th of the 27 members of ""King"" Gaemon Palehair's court who are hanged on Aegon II's command"
Fire and Blood Vol. 1,555,"The Dying of the Dragons - The Short, Sad Reign of Aegon II",Archmaester Gyldayn,US,"6th of the 27 members of ""King"" Gaemon Palehair's court who are hanged on Aegon II's command"
Fire and Blood Vol. 1,555,"The Dying of the Dragons - The Short, Sad Reign of Aegon II",Archmaester Gyldayn,US,"7th of the 27 members of ""King"" Gaemon Palehair's court who are hanged on Aegon II's command"
Fire and Blood Vol. 1,555,"The Dying of the Dragons - The Short, Sad Reign of Aegon II",Archmaester Gyldayn,US,"8th of the 27 members of ""King"" Gaemon Palehair's court who are hanged on Aegon II's command"
Fire and Blood Vol. 1,555,"The Dying of the Dragons - The Short, Sad Reign of Aegon II",Archmaester Gyldayn,US,"9th of the 27 members of ""King"" Gaemon Palehair's court who are hanged on Aegon II's command"
Fire and Blood Vol. 1,555,"The Dying of the Dragons - The Short, Sad Reign of Aegon II",Archmaester Gyldayn,US,"10th of the 27 members of ""King"" Gaemon Palehair's court who are hanged on Aegon II's command"
Fire and Blood Vol. 1,555,"The Dying of the Dragons - The Short, Sad Reign of Aegon II",Archmaester Gyldayn,US,"11th of the 27 members of ""King"" Gaemon Palehair's court who are hanged on Aegon II's command"
Fire and Blood Vol. 1,555,"The Dying of the Dragons - The Short, Sad Reign of Aegon II",Archmaester Gyldayn,US,"12th of the 27 members of ""King"" Gaemon Palehair's court who are hanged on Aegon II's command"
Fire and Blood Vol. 1,555,"The Dying of the Dragons - The Short, Sad Reign of Aegon II",Archmaester Gyldayn,US,"13th of the 27 members of ""King"" Gaemon Palehair's court who are hanged on Aegon II's command"
